Date,Open,High,Low,Close,Adj Close,Volume
2015-03-19,1.0843987464904785,1.0914051532745361,1.0621405839920044,1.0849988460540771,1.0849988460540771,0
2015-03-20,1.067270040512085,1.0814902782440186,1.065719723701477,1.066894292831421,1.066894292831421,0
2015-03-23,1.082602620124817,1.094369649887085,1.0769503116607666,1.0826611518859863,1.0826611518859863,0
2015-03-24,1.0947985649108887,1.1030004024505615,1.0893305540084839,1.094499111175537,1.094499111175537,0
2015-03-25,1.0910598039627075,1.1012972593307495,1.0910003185272217,1.0902034044265747,1.0902034044265747,0
2015-03-26,1.0966475009918213,1.1045196056365967,1.0912598371505737,1.0960465669631958,1.0960465669631958,0
2015-03-27,1.0885539054870605,1.089538335800171,1.0805296897888184,1.0886367559432983,1.0886367559432983,0
2015-03-30,1.0881984233856201,1.0884946584701538,1.0811103582382202,1.0884946584701538,1.0884946584701538,0
2015-03-31,1.0829074382781982,1.0843517780303955,1.071765422821045,1.0830246210098267,1.0830246210098267,0
2015-04-01,1.0741022825241089,1.0800302028656006,1.072129726409912,1.073814034461975,1.073814034461975,0
2015-04-02,1.0769827365875244,1.0896902084350586,1.0752688646316528,1.0769942998886108,1.0769942998886108,0
2015-04-03,1.0870983600616455,1.1021955013275146,1.0865904092788696,1.087074637413025,1.087074637413025,0
2015-04-06,1.1001462936401367,1.103594422340393,1.0968520641326904,1.100134253501892,1.100134253501892,0
2015-04-07,1.0934817790985107,1.095554232597351,1.0837700366973877,1.0934817790985107,1.0934817790985107,0
2015-04-08,1.0824971199035645,1.088999629020691,1.078950047492981,1.0824151039123535,1.0824151039123535,0
2015-04-09,1.0784345865249634,1.0790047645568848,1.067000150680542,1.078527569770813,1.078527569770813,0
2015-04-10,1.0667235851287842,1.068349838256836,1.0571495294570923,1.0669056177139282,1.0669056177139282,0
2015-04-13,1.0608278512954712,1.0619995594024658,1.0521597862243652,1.0609854459762573,1.0609854459762573,0
2015-04-14,1.0574960708618164,1.0706901550292969,1.0532501935958862,1.0572947263717651,1.0572947263717651,0
2015-04-15,1.0647926330566406,1.0668703317642212,1.0574603080749512,1.0647132396697998,1.0647132396697998,0
2015-04-16,1.0677144527435303,1.0762397050857544,1.0627998113632202,1.0676802396774292,1.0676802396774292,0
2015-04-17,1.0759977102279663,1.0846904516220093,1.073509693145752,1.0755579471588135,1.0755579471588135,0
2015-04-20,1.0810226202011108,1.0818647146224976,1.0716196298599243,1.0810226202011108,1.0810226202011108,0
2015-04-21,1.0748181343078613,1.076500415802002,1.0661594867706299,1.0747487545013428,1.0747487545013428,0
2015-04-22,1.073825478553772,1.0799999237060547,1.0710101127624512,1.074171543121338,1.074171543121338,0
2015-04-23,1.0725010633468628,1.0818202495574951,1.0671299695968628,1.0725815296173096,1.0725815296173096,0
2015-04-24,1.0815136432647705,1.0897995233535767,1.078771948814392,1.0815019607543945,1.0815019607543945,0
2015-04-27,1.0867438316345215,1.0904899835586548,1.082390546798706,1.086897373199463,1.086897373199463,0
2015-04-28,1.0877013206481934,1.0988999605178833,1.0861797332763672,1.0877959728240967,1.0877959728240967,0
2015-04-29,1.0972130298614502,1.1175994873046875,1.096059799194336,1.096912145614624,1.096912145614624,0
2015-04-30,1.1113210916519165,1.1247594356536865,1.107299566268921,1.1114321947097778,1.1114321947097778,0
2015-05-01,1.1215037107467651,1.1289701461791992,1.118599534034729,1.1214659214019775,1.1214659214019775,0
2015-05-04,1.1190940141677856,1.1223105192184448,1.1124002933502197,1.1185932159423828,1.1185932159423828,0
2015-05-05,1.1150012016296387,1.1209995746612549,1.1068999767303467,1.1149141788482666,1.1149141788482666,0
2015-05-06,1.1184431314468384,1.1365302801132202,1.1178054809570312,1.1186307668685913,1.1186307668685913,0
2015-05-07,1.1339282989501953,1.1390599012374878,1.1238203048706055,1.1341469287872314,1.1341469287872314,0
2015-05-08,1.1245051622390747,1.1289000511169434,1.1185194253921509,1.1246949434280396,1.1246949434280396,0
2015-05-11,1.1196954250335693,1.1202975511550903,1.1134605407714844,1.1194071769714355,1.1194071769714355,0
2015-05-12,1.1146035194396973,1.127789855003357,1.113598108291626,1.114441990852356,1.114441990852356,0
2015-05-13,1.1218937635421753,1.1382806301116943,1.1205499172210693,1.1221455335617065,1.1221455335617065,0
2015-05-14,1.134803295135498,1.1443794965744019,1.1342240571975708,1.1350480318069458,1.1350480318069458,0
2015-05-15,1.140393853187561,1.1451002359390259,1.1324695348739624,1.1404979228973389,1.1404979228973389,0
2015-05-18,1.1444004774093628,1.1447004079818726,1.1338794231414795,1.144505262374878,1.144505262374878,0
2015-05-19,1.132541298866272,1.1326183080673218,1.1120996475219727,1.1326183080673218,1.1326183080673218,0
2015-05-20,1.1146780252456665,1.1150758266448975,1.1065741777420044,1.1146656274795532,1.1146656274795532,0
2015-05-21,1.1103092432022095,1.1180005073547363,1.1085859537124634,1.1100751161575317,1.1100751161575317,0
2015-05-22,1.1110987663269043,1.1209995746612549,1.1006996631622314,1.1111851930618286,1.1111851930618286,0
2015-05-25,1.0992151498794556,1.1010003089904785,1.096070647239685,1.0992997884750366,1.0992997884750366,0
2015-05-26,1.0971288681030273,1.0971288681030273,1.0875203609466553,1.0971167087554932,1.0971167087554932,0
2015-05-27,1.0887553691864014,1.093000054359436,1.0821995735168457,1.08888578414917,1.08888578414917,0
2015-05-28,1.0897995233535767,1.0950000286102295,1.0868797302246094,1.0900014638900757,1.0900014638900757,0
2015-05-29,1.0957943201065063,1.1003496646881104,1.0929105281829834,1.0960345268249512,1.0960345268249512,0
2015-06-01,1.095902442932129,1.0979998111724854,1.0888904333114624,1.0957943201065063,1.0957943201065063,0
2015-06-02,1.0922753810882568,1.116629719734192,1.091941475868225,1.0922993421554565,1.0922993421554565,0
2015-06-03,1.1148271560668945,1.1283293962478638,1.1086794137954712,1.1150012016296387,1.1150012016296387,0
2015-06-04,1.126227617263794,1.1376047134399414,1.1232597827911377,1.1257838010787964,1.1257838010787964,0
2015-06-05,1.121604323387146,1.128020167350769,1.105180025100708,1.120787262916565,1.120787262916565,0
2015-06-08,1.1105434894561768,1.1242802143096924,1.1088072061538696,1.1108149290084839,1.1108149290084839,0
2015-06-09,1.1281970739364624,1.1339694261550903,1.1216697692871094,1.128095269203186,1.128095269203186,0
2015-06-10,1.1293309926986694,1.138200283050537,1.1266602277755737,1.1299052238464355,1.1299052238464355,0
2015-06-11,1.131298542022705,1.132054090499878,1.118879795074463,1.131196141242981,1.131196141242981,0
2015-06-12,1.1245051622390747,1.1293296813964844,1.1152499914169312,1.1240627765655518,1.1240627765655518,0
2015-06-15,1.1217930316925049,1.1258105039596558,1.1191502809524536,1.1219944953918457,1.1219944953918457,0
2015-06-16,1.1277008056640625,1.133009672164917,1.1211603879928589,1.1277008056640625,1.1277008056640625,0
2015-06-17,1.1242396831512451,1.129110336303711,1.122949481010437,1.124201774597168,1.124201774597168,0
2015-06-18,1.1364152431488037,1.1428401470184326,1.1341005563735962,1.1369967460632324,1.1369967460632324,0
2015-06-19,1.1372941732406616,1.1387965679168701,1.12959885597229,1.1370742321014404,1.1370742321014404,0
2015-06-22,1.1362345218658447,1.1410002708435059,1.1316006183624268,1.1372941732406616,1.1372941732406616,0
2015-06-23,1.1346230506896973,1.1346230506896973,1.113770604133606,1.13490629196167,1.13490629196167,0
2015-06-24,1.1177055835723877,1.1239995956420898,1.1162832975387573,1.1172186136245728,1.1172186136245728,0
2015-06-25,1.1207119226455688,1.1224100589752197,1.1156704425811768,1.1206992864608765,1.1206992864608765,0
2015-06-26,1.1203854084014893,1.1219995021820068,1.1136304140090942,1.1202975511550903,1.1202975511550903,0
2015-06-29,1.0982975959777832,1.119740605354309,1.0982975959777832,1.0975021123886108,1.0975021123886108,0
2015-06-30,1.121604323387146,1.1238796710968018,1.1123000383377075,1.122296690940857,1.122296690940857,0
2015-07-01,1.1134989261627197,1.1167594194412231,1.106119990348816,1.1134989261627197,1.1134989261627197,0
2015-07-02,1.1037039756774902,1.1121602058410645,1.1037039756774902,1.103363037109375,1.103363037109375,0
2015-07-03,1.108598232269287,1.1119993925094604,1.108270287513733,1.1086965799331665,1.1086965799331665,0
2015-07-06,1.0997954607009888,1.1091405153274536,1.0997954607009888,1.0995051860809326,1.0995051860809326,0
2015-07-07,1.1048015356063843,1.105265498161316,1.0916804075241089,1.1048991680145264,1.1048991680145264,0
2015-07-08,1.1009942293167114,1.109010100364685,1.0975021123886108,1.1009942293167114,1.1009942293167114,0
2015-07-09,1.1072357892990112,1.1116199493408203,1.102290391921997,1.1071009635925293,1.1071009635925293,0
2015-07-10,1.1063048839569092,1.1219995021820068,1.1056197881698608,1.1063048839569092,1.1063048839569092,0
2015-07-13,1.1129041910171509,1.119759440422058,1.1007699966430664,1.1129041910171509,1.1129041910171509,0
2015-07-14,1.0985147953033447,1.1074001789093018,1.0968496799468994,1.099045991897583,1.099045991897583,0
2015-07-15,1.100897192955017,1.1040000915527344,1.0936096906661987,1.1008002758026123,1.1008002758026123,0
2015-07-16,1.0938884019851685,1.0950000286102295,1.0859402418136597,1.0943553447723389,1.0943553447723389,0
2015-07-17,1.0886012315750122,1.0910003185272217,1.0843905210494995,1.0886012315750122,1.0886012315750122,0
2015-07-20,1.0832945108413696,1.0871999263763428,1.0821573734283447,1.0830246210098267,1.0830246210098267,0
2015-07-21,1.083482265472412,1.0940704345703125,1.081270456314087,1.0835410356521606,1.0835410356521606,0
2015-07-22,1.093900442123413,1.097000002861023,1.0881404876708984,1.0939961671829224,1.0939961671829224,0
2015-07-23,1.0927051305770874,1.1019999980926514,1.0923947095870972,1.0927051305770874,1.0927051305770874,0
2015-07-24,1.0988407135009766,1.0996019840240479,1.092789888381958,1.0989010334014893,1.0989010334014893,0
2015-07-27,1.0974057912826538,1.112999439239502,1.0974057912826538,1.0972371101379395,1.0972371101379395,0
2015-07-28,1.1091023683547974,1.1100996732711792,1.1023000478744507,1.109004020690918,1.109004020690918,0
2015-07-29,1.106549620628357,1.108598232269287,1.1014198064804077,1.1065986156463623,1.1065986156463623,0
2015-07-30,1.0983941555023193,1.099000096321106,1.091130018234253,1.098406195640564,1.098406195640564,0
2015-07-31,1.0941756963729858,1.1110296249389648,1.0923899412155151,1.0939244031906128,1.0939244031906128,0
2015-08-03,1.0969001054763794,1.09954035282135,1.0943995714187622,1.0969001054763794,1.0969001054763794,0
2015-08-04,1.0953983068466187,1.0995995998382568,1.0933502912521362,1.09560227394104,1.09560227394104,0
2015-08-05,1.0886012315750122,1.0918794870376587,1.0850305557250977,1.0888975858688354,1.0888975858688354,0
2015-08-06,1.0904054641723633,1.093460202217102,1.0877498388290405,1.0903104543685913,1.0903104543685913,0
2015-08-07,1.0922038555145264,1.0968605279922485,1.0859096050262451,1.0927051305770874,1.0927051305770874,0
2015-08-10,1.095902442932129,1.0999999046325684,1.0927098989486694,1.0965032577514648,1.0965032577514648,0
2015-08-11,1.1017948389053345,1.108589768409729,1.0961499214172363,1.1016976833343506,1.1016976833343506,0
2015-08-12,1.1043744087219238,1.1210297346115112,1.103302240371704,1.104203701019287,1.104203701019287,0
2015-08-13,1.1155858039855957,1.1189061403274536,1.1081806421279907,1.1160963773727417,1.1160963773727417,0
2015-08-14,1.1158970594406128,1.1190000772476196,1.110109567642212,1.1160963773727417,1.1160963773727417,0
2015-08-17,1.1094961166381836,1.112599492073059,1.1062498092651367,1.1092993021011353,1.1092993021011353,0
2015-08-18,1.107714056968689,1.1099998950958252,1.102189540863037,1.107800006866455,1.107800006866455,0
2015-08-19,1.103095293045044,1.1080001592636108,1.1020400524139404,1.1030831336975098,1.1030831336975098,0
2015-08-20,1.1120007038116455,1.1219995021820068,1.110839605331421,1.1118029356002808,1.1118029356002808,0
2015-08-21,1.1235954761505127,1.1369102001190186,1.123204231262207,1.1236965656280518,1.1236965656280518,0
2015-08-24,1.13779878616333,1.1705996990203857,1.1372941732406616,1.1376951932907104,1.1376951932907104,0
2015-08-25,1.1582385301589966,1.1589996814727783,1.140029788017273,1.1583056449890137,1.1583056449890137,0
2015-08-26,1.1554815769195557,1.1558955907821655,1.135500431060791,1.1550945043563843,1.1550945043563843,0
2015-08-27,1.1339540481567383,1.1361596584320068,1.1211603879928589,1.1340054273605347,1.1340054273605347,0
2015-08-28,1.1245051622390747,1.1310003995895386,1.1156704425811768,1.1247961521148682,1.1247961521148682,0
2015-08-31,1.121176838874817,1.126400113105774,1.1185895204544067,1.1214030981063843,1.1214030981063843,0
2015-09-01,1.1225990056991577,1.1332305669784546,1.122536063194275,1.1225864887237549,1.1225864887237549,0
2015-09-02,1.1296244859695435,1.1299996376037598,1.1222903728485107,1.1293437480926514,1.1293437480926514,0
2015-09-03,1.1215037107467651,1.1249998807907104,1.1089695692062378,1.121604323387146,1.121604323387146,0
2015-09-04,1.1125946044921875,1.1160004138946533,1.109460473060608,1.1125946044921875,1.1125946044921875,0
2015-09-07,1.1158970594406128,1.1180005073547363,1.1124200820922852,1.115200161933899,1.115200161933899,0
2015-09-08,1.1158970594406128,1.122999906539917,1.1153706312179565,1.1163954734802246,1.1163954734802246,0
2015-09-09,1.1207997798919678,1.1209995746612549,1.1133204698562622,1.1207369565963745,1.1207369565963745,0
2015-09-10,1.1219441890716553,1.1279997825622559,1.1174894571304321,1.1220699548721313,1.1220699548721313,0
2015-09-11,1.1282861232757568,1.1342202425003052,1.125579833984375,1.1290887594223022,1.1290887594223022,0
2015-09-14,1.1344043016433716,1.1372101306915283,1.128770112991333,1.1344043016433716,1.1344043016433716,0
2015-09-15,1.1310937404632568,1.1330032348632812,1.1259803771972656,1.1307612657546997,1.1307612657546997,0
2015-09-16,1.1272940635681152,1.1311602592468262,1.1214998960494995,1.1271796226501465,1.1271796226501465,0
2015-09-17,1.129394769668579,1.134000301361084,1.1287955045700073,1.12920343875885,1.12920343875885,0
2015-09-18,1.1406019926071167,1.1460003852844238,1.1351704597473145,1.1400948762893677,1.1400948762893677,0
2015-09-21,1.1293054819107056,1.1329994201660156,1.118390679359436,1.12920343875885,1.12920343875885,0
2015-09-22,1.1190940141677856,1.1209995746612549,1.1130800247192383,1.1190940141677856,1.1190940141677856,0
2015-09-23,1.1121985912322998,1.1190601587295532,1.110679268836975,1.1120749711990356,1.1120749711990356,0
2015-09-24,1.118806004524231,1.1296104192733765,1.1166696548461914,1.1189937591552734,1.1189937591552734,0
2015-09-25,1.1181179285049438,1.1204394102096558,1.1118301153182983,1.1178929805755615,1.1178929805755615,0
2015-09-28,1.120046615600586,1.1241399049758911,1.1152101755142212,1.1201720237731934,1.1201720237731934,0
2015-09-29,1.1233556270599365,1.1280303001403809,1.1194798946380615,1.123103380203247,1.123103380203247,0
2015-09-30,1.1254037618637085,1.1262022256851196,1.115799903869629,1.1255937814712524,1.1255937814712524,0
2015-10-01,1.1171561479568481,1.1209995746612549,1.1138957738876343,1.11720609664917,1.11720609664917,0
2015-10-02,1.119494915008545,1.1315301656723022,1.115180253982544,1.1193444728851318,1.1193444728851318,0
2015-10-05,1.1221455335617065,1.1287994384765625,1.1196954250335693,1.1226998567581177,1.1226998567581177,0
2015-10-06,1.119795799255371,1.1279997825622559,1.1176055669784546,1.1195199489593506,1.1195199489593506,0
2015-10-07,1.1272940635681152,1.128426194190979,1.1214194297790527,1.1267986297607422,1.1267986297607422,0
2015-10-08,1.124201774597168,1.1313101053237915,1.123974323272705,1.1239995956420898,1.1239995956420898,0
2015-10-09,1.128604531288147,1.137869954109192,1.1270017623901367,1.1286935806274414,1.1286935806274414,0
2015-10-12,1.1369062662124634,1.1399999856948853,1.135839581489563,1.1369967460632324,1.1369967460632324,0
2015-10-13,1.1353960037231445,1.1410002708435059,1.1347002983093262,1.135550618171692,1.135550618171692,0
2015-10-14,1.138511300086975,1.1450005769729614,1.138511300086975,1.138498306274414,1.138498306274414,0
2015-10-15,1.1474995613098145,1.1494200229644775,1.1365302801132202,1.147552251815796,1.147552251815796,0
2015-10-16,1.1366994380950928,1.1399999856948853,1.1339398622512817,1.1368157863616943,1.1368157863616943,0
2015-10-19,1.1360021829605103,1.1379995346069336,1.1308494806289673,1.1361054182052612,1.1361054182052612,0
2015-10-20,1.1331958770751953,1.1390001773834229,1.1325798034667969,1.132900595664978,1.132900595664978,0
2015-10-21,1.1356022357940674,1.1378000974655151,1.13379967212677,1.1353960037231445,1.1353960037231445,0
2015-10-22,1.1347002983093262,1.1352026462554932,1.113800287246704,1.134803295135498,1.134803295135498,0
2015-10-23,1.1084016561508179,1.1140943765640259,1.1011033058166504,1.108094573020935,1.108094573020935,0
2015-10-26,1.1020376682281494,1.1060001850128174,1.1006003618240356,1.1020376682281494,1.1020376682281494,0
